,face,gender,handcode_gender,paths
157,"tensor([[[ 61,  69,  71],
         [ 50,  58,  59],
         [ 44,  50,  52],
         ...,
         [ 62,  72,  68],
         [ 66,  77,  72],
         [ 71,  81,  77]],

        [[ 48,  57,  56],
         [ 43,  50,  50],
         [ 42,  48,  48],
         ...,
         [ 60,  71,  68],
         [ 59,  71,  67],
         [ 56,  68,  64]],

        [[ 44,  52,  51],
         [ 44,  50,  50],
         [ 46,  50,  50],
         ...,
         [ 48,  61,  58],
         [ 47,  59,  56],
         [ 46,  59,  56]],

        ...,

        [[212, 221, 230],
         [212, 220, 228],
         [211, 220, 227],
         ...,
         [225, 230, 233],
         [225, 230, 233],
         [225, 230, 233]],

        [[213, 220, 228],
         [213, 220, 226],
         [212, 221, 224],
         ...,
         [225, 230, 233],
         [225, 230, 233],
         [225, 230, 233]],

        [[212, 219, 227],
         [212, 219, 227],
         [211, 220, 224],
         ...,
         [225, 230, 233],
         [225, 230, 233],
         [225, 230, 233]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\havorla\pic_22.jpeg
158,"tensor([[[175, 163, 173],
         [175, 163, 173],
         [175, 163, 173],
         ...,
         [149, 120, 107],
         [150, 121, 107],
         [151, 121, 110]],

        [[175, 163, 173],
         [175, 163, 173],
         [175, 163, 173],
         ...,
         [150, 121, 108],
         [150, 120, 109],
         [151, 121, 110]],

        [[175, 163, 173],
         [175, 163, 173],
         [175, 163, 173],
         ...,
         [151, 121, 109],
         [151, 121, 110],
         [152, 122, 111]],

        ...,

        [[ 61,  43,  53],
         [ 53,  35,  46],
         [ 51,  34,  44],
         ...,
         [142, 115,  96],
         [142, 113,  95],
         [144, 112,  97]],

        [[119,  97, 109],
         [118,  96, 108],
         [128, 107, 118],
         ...,
         [143, 115,  97],
         [144, 114,  97],
         [145, 113,  98]],

        [[200, 175, 188],
         [199, 174, 186],
         [179, 154, 166],
         ...,
         [145, 116,  98],
         [146, 115,  99],
         [146, 114,  99]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\lise_bech\pic_20.jpeg
159,"tensor([[[  0,  63, 134],
         [  0,  63, 134],
         [  0,  63, 134],
         ...,
         [  0,  57, 128],
         [  0,  57, 128],
         [  0,  57, 128]],

        [[  1,  61, 133],
         [  1,  61, 133],
         [  1,  61, 133],
         ...,
         [  0,  57, 128],
         [  0,  57, 128],
         [  0,  57, 128]],

        [[  1,  61, 133],
         [  1,  61, 133],
         [  1,  61, 133],
         ...,
         [  0,  57, 128],
         [  0,  57, 128],
         [  0,  57, 128]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  1,   1,   1]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  1,   1,   1],
         [  1,   1,   1],
         [  2,   2,   2]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  1,   1,   1],
         [  1,   1,   1],
         [  1,   1,   1]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\nikolajvillumsen\pic_0.jpeg
160,"tensor([[[ 27,  25,  36],
         [ 64,  61,  72],
         [104, 100, 110],
         ...,
         [ 54,  65,  94],
         [ 54,  68,  97],
         [ 54,  68,  97]],

        [[ 27,  26,  37],
         [ 69,  67,  78],
         [109, 106, 117],
         ...,
         [ 56,  65,  97],
         [ 57,  68, 100],
         [ 55,  67,  99]],

        [[ 28,  27,  39],
         [ 73,  71,  83],
         [113, 110, 121],
         ...,
         [ 56,  66,  97],
         [ 56,  68,  99],
         [ 54,  67,  99]],

        ...,

        [[ 13,  18,  37],
         [ 14,  19,  38],
         [ 17,  22,  41],
         ...,
         [ 44,  56,  80],
         [ 44,  57,  80],
         [ 42,  57,  80]],

        [[ 16,  21,  40],
         [ 16,  21,  40],
         [ 18,  23,  42],
         ...,
         [ 44,  55,  80],
         [ 43,  55,  80],
         [ 41,  54,  78]],

        [[ 18,  24,  43],
         [ 17,  22,  41],
         [ 18,  23,  42],
         ...,
         [ 43,  53,  80],
         [ 41,  52,  79],
         [ 39,  51,  76]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\evakjerhansen\pic_21.jpeg
161,"tensor([[[138, 142, 146],
         [139, 142, 140],
         [139, 139, 130],
         ...,
         [ 96, 103,  67],
         [ 92,  98,  69],
         [ 98, 103,  82]],

        [[135, 142, 140],
         [138, 142, 138],
         [139, 141, 133],
         ...,
         [ 98, 105,  70],
         [ 95, 101,  73],
         [ 95, 100,  79]],

        [[132, 139, 135],
         [137, 142, 137],
         [141, 143, 135],
         ...,
         [106, 113,  79],
         [102, 108,  80],
         [ 99, 104,  84]],

        ...,

        [[105,  79,  61],
         [ 92,  74,  53],
         [ 85,  66,  46],
         ...,
         [197, 172, 142],
         [195, 170, 140],
         [209, 181, 152]],

        [[104,  79,  61],
         [ 95,  77,  57],
         [ 89,  71,  51],
         ...,
         [185, 159, 132],
         [220, 196, 169],
         [200, 173, 145]],

        [[ 99,  74,  58],
         [ 96,  79,  60],
         [ 93,  75,  55],
         ...,
         [212, 189, 164],
         [231, 210, 184],
         [200, 176, 149]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\charlottemolbaek\pic_86.jpeg
162,"tensor([[[ 59,  45,  52],
         [ 50,  37,  43],
         [ 50,  35,  41],
         ...,
         [225, 213, 201],
         [225, 213, 201],
         [225, 213, 201]],

        [[ 61,  48,  55],
         [ 60,  45,  52],
         [ 55,  37,  40],
         ...,
         [225, 213, 201],
         [225, 213, 201],
         [225, 213, 201]],

        [[ 39,  26,  33],
         [ 53,  36,  41],
         [ 59,  36,  39],
         ...,
         [225, 213, 201],
         [225, 213, 201],
         [225, 213, 201]],

        ...,

        [[204, 167, 148],
         [197, 155, 131],
         [210, 161, 132],
         ...,
         [227, 215, 203],
         [227, 215, 203],
         [227, 215, 203]],

        [[251, 220, 202],
         [210, 169, 147],
         [200, 152, 125],
         ...,
         [227, 215, 203],
         [227, 215, 203],
         [227, 215, 203]],

        [[218, 226, 223],
         [234, 231, 224],
         [201, 185, 171],
         ...,
         [227, 215, 203],
         [227, 215, 203],
         [227, 215, 203]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\danj.klimaminister\pic_134.jpeg
163,"tensor([[[131, 168, 207],
         [140, 178, 217],
         [147, 185, 224],
         ...,
         [ 40,  55,  94],
         [ 47,  62, 104],
         [ 52,  72, 114]],

        [[128, 168, 205],
         [138, 176, 214],
         [145, 183, 221],
         ...,
         [ 41,  56,  95],
         [ 49,  64, 106],
         [ 54,  74, 116]],

        [[126, 167, 203],
         [135, 175, 211],
         [143, 181, 218],
         ...,
         [ 44,  60,  99],
         [ 53,  68, 110],
         [ 58,  78, 120]],

        ...,

        [[133, 174, 211],
         [139, 178, 214],
         [145, 183, 218],
         ...,
         [161, 192, 223],
         [165, 196, 227],
         [167, 197, 228]],

        [[154, 190, 223],
         [161, 196, 228],
         [164, 199, 231],
         ...,
         [168, 199, 230],
         [167, 198, 229],
         [167, 197, 229]],

        [[157, 187, 217],
         [155, 184, 213],
         [143, 172, 199],
         ...,
         [166, 197, 229],
         [167, 197, 230],
         [168, 197, 230]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\bertel.haarder\pic_18.jpeg
164,"tensor([[[133, 100,  59],
         [131,  98,  56],
         [130,  97,  54],
         ...,
         [ 91,  69,  61],
         [ 90,  67,  59],
         [ 86,  63,  54]],

        [[134, 100,  59],
         [133, 100,  58],
         [134, 101,  58],
         ...,
         [ 89,  67,  59],
         [ 86,  63,  55],
         [ 83,  60,  52]],

        [[128,  94,  53],
         [131,  97,  55],
         [136, 102,  59],
         ...,
         [ 86,  64,  57],
         [ 82,  59,  51],
         [ 81,  58,  50]],

        ...,

        [[169, 150, 108],
         [171, 152, 109],
         [172, 153, 114],
         ...,
         [165, 148, 109],
         [160, 143, 105],
         [172, 156, 120]],

        [[169, 150, 108],
         [168, 149, 107],
         [169, 150, 111],
         ...,
         [162, 145, 108],
         [156, 140, 104],
         [175, 160, 125]],

        [[172, 153, 112],
         [170, 151, 110],
         [171, 152, 114],
         ...,
         [166, 150, 115],
         [165, 150, 116],
         [177, 162, 129]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\kristianthulesendahl\pic_70.jpeg
165,"tensor([[[136, 137, 131],
         [136, 137, 131],
         [136, 137, 131],
         ...,
         [119, 120, 115],
         [ 61,  62,  56],
         [114, 115, 107]],

        [[135, 136, 130],
         [135, 136, 130],
         [135, 136, 130],
         ...,
         [119, 120, 115],
         [ 53,  54,  48],
         [127, 128, 122]],

        [[135, 136, 130],
         [135, 136, 130],
         [136, 137, 131],
         ...,
         [ 89,  90,  84],
         [ 60,  61,  55],
         [128, 129, 123]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [101,  96,  96],
         [102,  97,  97],
         [101, 103,  82]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [103,  94,  95],
         [101,  93,  90],
         [100, 102,  81]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [110, 104,  87],
         [106,  99,  82],
         [104, 106,  84]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\tommyahlers\pic_12.jpeg
166,"tensor([[[ 48,  73,  46],
         [ 38,  65,  37],
         [ 47,  71,  43],
         ...,
         [ 15,  15,  15],
         [ 15,  15,  15],
         [ 14,  14,  14]],

        [[ 55,  76,  50],
         [ 54,  73,  46],
         [ 53,  68,  41],
         ...,
         [ 13,  13,  13],
         [ 13,  13,  13],
         [ 13,  13,  13]],

        [[ 58,  75,  49],
         [ 62,  74,  49],
         [ 74,  78,  55],
         ...,
         [ 14,  14,  14],
         [ 14,  14,  14],
         [ 15,  15,  15]],

        ...,

        [[ 76,  51,  32],
         [ 85,  59,  38],
         [113,  87,  64],
         ...,
         [ 76,  90,  94],
         [ 88, 102, 105],
         [109, 122, 124]],

        [[ 85,  60,  40],
         [ 95,  69,  48],
         [100,  74,  52],
         ...,
         [ 62,  76,  81],
         [ 69,  84,  88],
         [ 82,  98,  99]],

        [[ 89,  64,  43],
         [110,  85,  63],
         [ 99,  73,  49],
         ...,
         [ 57,  69,  75],
         [ 59,  72,  78],
         [ 68,  81,  84]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\piaolsendyhr\pic_52.jpeg
167,"tensor([[[159, 138, 124],
         [162, 141, 125],
         [122, 101,  82],
         ...,
         [210, 224, 228],
         [222, 223, 215],
         [211, 202, 185]],

        [[134, 114,  99],
         [125, 104,  86],
         [124, 103,  84],
         ...,
         [176, 190, 193],
         [169, 171, 164],
         [175, 169, 157]],

        [[141, 122, 106],
         [126, 105,  87],
         [157, 136, 116],
         ...,
         [169, 174, 172],
         [174, 174, 170],
         [181, 179, 177]],

        ...,

        [[225, 213, 205],
         [222, 208, 197],
         [233, 217, 204],
         ...,
         [ 82,  43,  29],
         [ 90,  55,  44],
         [134,  99,  83]],

        [[202, 199, 195],
         [215, 211, 203],
         [199, 194, 182],
         ...,
         [125,  85,  65],
         [148, 113,  94],
         [107,  72,  54]],

        [[196, 194, 197],
         [197, 194, 191],
         [196, 191, 187],
         ...,
         [123,  82,  53],
         [105,  69,  43],
         [ 96,  62,  38]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\jacobmarkfolketinget\pic_165.jpeg
168,"tensor([[[162, 202, 232],
         [163, 204, 225],
         [170, 202, 227],
         ...,
         [123, 158, 171],
         [131, 153, 168],
         [ 63, 106, 139]],

        [[169, 203, 229],
         [179, 203, 231],
         [178, 202, 228],
         ...,
         [162, 209, 249],
         [ 90, 108, 165],
         [ 74, 114, 163]],

        [[176, 202, 230],
         [181, 207, 234],
         [174, 202, 228],
         ...,
         [218, 218, 220],
         [188, 173, 168],
         [211, 197, 176]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [185, 214, 232],
         [182, 211, 229],
         [199, 227, 250]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [186, 215, 233],
         [186, 215, 233],
         [179, 208, 228]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [181, 209, 227],
         [183, 210, 229],
         [182, 209, 228]]], dtype=torch.uint8)",Female,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\nikolajvillumsen\pic_75.jpeg
169,"tensor([[[199, 187, 165],
         [190, 173, 135],
         [218, 194, 140],
         ...,
         [215, 200, 165],
         [201, 193, 171],
         [245, 244, 236]],

        [[209, 195, 173],
         [199, 180, 142],
         [222, 197, 141],
         ...,
         [212, 194, 157],
         [214, 201, 178],
         [250, 246, 241]],

        [[209, 195, 173],
         [197, 178, 140],
         [223, 198, 143],
         ...,
         [209, 191, 159],
         [217, 204, 183],
         [250, 247, 241]],

        ...,

        [[220, 202, 173],
         [208, 188, 162],
         [219, 201, 178],
         ...,
         [ 52,  61,  82],
         [ 47,  56,  77],
         [ 45,  54,  74]],

        [[222, 205, 175],
         [212, 192, 167],
         [205, 184, 164],
         ...,
         [ 78,  77,  93],
         [ 90,  89, 105],
         [ 92,  90, 106]],

        [[217, 197, 172],
         [220, 200, 176],
         [202, 182, 163],
         ...,
         [103,  94, 102],
         [101,  92, 100],
         [ 98,  88,  96]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\marcus.knuth\pic_51.jpeg
170,"tensor([[[ 49,  30,  16],
         [ 16,   0,   0],
         [ 22,   4,   4],
         ...,
         [211, 215, 188],
         [211, 215, 190],
         [208, 212, 187]],

        [[ 38,  19,   5],
         [ 30,  13,   2],
         [ 35,  18,   8],
         ...,
         [212, 216, 194],
         [209, 213, 189],
         [208, 212, 186]],

        [[ 38,  19,   5],
         [ 39,  20,   6],
         [ 33,  15,   2],
         ...,
         [212, 215, 194],
         [212, 216, 193],
         [211, 215, 190]],

        ...,

        [[161, 152, 137],
         [161, 152, 137],
         [156, 147, 132],
         ...,
         [151, 142, 143],
         [151, 143, 141],
         [159, 151, 148]],

        [[160, 150, 138],
         [161, 152, 139],
         [162, 152, 139],
         ...,
         [153, 147, 147],
         [144, 139, 136],
         [158, 153, 149]],

        [[155, 145, 135],
         [162, 152, 142],
         [161, 151, 141],
         ...,
         [158, 152, 152],
         [139, 134, 131],
         [154, 149, 145]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\bennyengelbrecht\pic_6.jpeg
